unique_key,image_id,emoji,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,emoji_name
A-35-1,https://drive.google.com/file/d/1dd5ulzlTekcgjqoXgVnX1ZlnuukvjS6U/view?usp=sharing,#8c612d,play,,,,,
E-851-1,U+303D,〽,part,,,,,emoji_1
A-26-1,U+21A9,↩,turn,,,,,emoji_2
E-909-1,U+231A,⌚,watch,,,,,emoji_3
E-855-1,U+2328,⌨,keyboard,,,,,emoji_4
C-203-1,U+23ED,⏭,next,,,,,emoji_5
E-902-1,U+2602,☂,umbrella,,,,,emoji_6
E-597-1,U+2615,☕,coffee,Drink,,,,emoji_7
E-598-1,U+2615,☕,tea,Drink,,,,emoji_8
E-1071-1,U+262A,☪,star,Shapes,,,,emoji_9
E-643-1,U+267F,♿,wheelchair,,,,,emoji_10
C-244-1,U+26A1,⚡,high,,,,,emoji_11
A-1066-1,U+26AA,⚪,circle,Shapes,,,,emoji_12
A-1110-1,U+26BD,⚽,soccer,Sports,,,,emoji_13
E-1108-1,U+26BE,⚾,baseball,Sports,,,,emoji_14
C-152-1,U+26CF,⛏,dig,,,,,emoji_15
E-953-1,U+26D1,⛑,helmet,Clothing,Sports,,,emoji_16
E-639-1,U+26F4,⛴,ferry,,,,,emoji_17
E-637-1,U+26F8,⛸,skate,,,,,emoji_18
A-457-1,U+270F,✏,pencil,Art,,,,emoji_19
A-47-1,U+2B06,⬆,up,,,,,emoji_20
A-48-1,U+2B07,⬇,down,,,,,emoji_21
A-1067-1,U+2B1C,⬜,square,Shapes,,,,emoji_22
A-280-1,U+1F303,🌃,night,Time,Calendar,,,emoji_23
E-1099-1,U+1F308,🌈,rainbow,Weather,,,,emoji_24
E-741-1,U+1F309,🌉,bridge,,,,,emoji_25
E-520-1,U+1F30A,🌊,wave,,,,,emoji_26
C-249-1,U+1F317,🌗,last,,,,,emoji_27
E-513-1,U+1F31F,🌟,shine,,,,,emoji_28
E-889-1,U+1F321,🌡,thermometer,,,,,emoji_29
A-1098-1,U+1F327,🌧,cloud,Weather,,,,emoji_30
E-1101-1,U+1F32A,🌪,tornado,Weather,,,,emoji_31
E-1100-1,U+1F32C,🌬,wind,Weather,,,,emoji_32
E-622-1,U+1F32E,🌮,taco,Meal,Food,,,emoji_33
A-1075-1,U+1F334,🌴,tree,,,,,emoji_34
E-585-1,U+1F336,🌶,pepper,Vegetable,Food,,,emoji_35
D-336-1,U+1F338,🌸,cherry,Fruit,,,,emoji_36
D-477-1,U+1F33D,🌽,ear,,,,,emoji_37
E-1076-1,U+1F343,🍃,leaf,,,,,emoji_38
E-594-1,U+1F344,🍄,mushroom,Vegetable,Food,,,emoji_39
D-338-1,U+1F345,🍅,tomato,Fruit,,,,emoji_40
E-578-1,U+1F348,🍈,melon,Fruit,,,,emoji_41
D-329-1,U+1F349,🍉,watermelon,Fruit,,,,emoji_42
E-581-1,U+1F34B,🍋,lemon,Fruit,,,,emoji_43
A-328-1,U+1F34C,🍌,banana,Fruit,,,,emoji_44
D-335-1,U+1F34D,🍍,pineapple,Fruit,,,,emoji_45
D-334-1,U+1F350,🍐,pear,Fruit,,,,emoji_46
D-333-1,U+1F351,🍑,peach,Fruit,,,,emoji_47
D-331-1,U+1F353,🍓,strawberry,Fruit,,,,emoji_48
A-379-1,U+1F354,🍔,hamburger,Meat,Food,,,emoji_49
A-402-1,U+1F355,🍕,pizza,Meal,Food,,,emoji_50
E-625-1,U+1F356,🍖,barbeque,Condiments,,,,emoji_51
A-376-1,U+1F356,🍖,meat,Meat,Food,,,emoji_52
A-385-1,U+1F358,🍘,rice,Grain,,,,emoji_53
A-387-1,U+1F35E,🍞,bread,Grain,,,,emoji_54
E-623-1,U+1F363,🍣,sushi,Meal,Food,,,emoji_55
D-382-1,U+1F365,🍥,fish,Meat,Food,,,emoji_56
C-240-1,U+1F366,🍦,soft,,,,,emoji_57
A-361-1,U+1F36A,🍪,cookie,Dessert,,,,emoji_58
D-364-1,U+1F36C,🍬,candy,Dessert,,,,emoji_59
E-545-1,U+1F36C,🍬,sweet,,,,,emoji_60
D-399-1,U+1F36F,🍯,honey,Condiments,,,,emoji_61
E-575-1,U+1F371,🍱,lunch,Meal,Food,,,emoji_62
E-871-1,U+1F372,🍲,pot,,,,,emoji_63
E-867-1,U+1F374,🍴,fork,,,,,emoji_64
E-576-1,U+1F37D,🍽,dinner,Meal,Food,,,emoji_65
A-861-1,U+1F37E,🍾,bottle,,,,,emoji_66
A-471-1,U+1F382,🎂,birthday,Days,Calendar,,,emoji_67
E-1093-1,U+1F391,🎑,moon,,,,,emoji_68
E-1149-1,U+1F3A4,🎤,microphone,Music,,,,emoji_69
A-493-1,U+1F3A5,🎥,movie,,,,,emoji_70
E-1001-1,U+1F3A7,🎧,headphone,,,,,emoji_71
E-943-1,U+1F3A9,🎩,hat,Clothing,,,,emoji_72
E-914-1,U+1F3AE,🎮,video,,,,,emoji_73
E-1000-1,U+1F3B2,🎲,game,,,,,emoji_74
E-1115-1,U+1F3B3,🎳,bowling,Art,,,,emoji_75
A-1082-1,U+1F3B4,🎴,flower,,,,,emoji_76
A-1146-1,U+1F3B8,🎸,guitar,Music,,,,emoji_77
E-1147-1,U+1F3BB,🎻,violin,Music,,,,emoji_78
E-1111-1,U+1F3BE,🎾,tennis,Sports,,,,emoji_79
A-1113-1,U+1F3C0,🏀,basketball,Sports,,,,emoji_80
C-286-1,U+1F3C3,🏃,person,,,,,emoji_81
B-56-1,U+1F3C3,🏃,run,,,,,emoji_82
D-427-1,U+1F3C3 U+200D U+2640 U+FE0F,🏃‍♀️,woman,,,,,emoji_83
D-428-1,U+1F3C3 U+200D U+2642 U+FE0F,🏃‍♂️,man,,,,,emoji_84
C-176-1,U+1F3C7,🏇,race,,,,,emoji_85
D-411-1,U+1F3CD,🏍,motorcycle,,,,,emoji_86
E-629-1,U+1F3CE,🏎,race car,car,,,,emoji_87
E-734-1,U+1F3D6,🏖,beach,,,,,emoji_88
E-740-1,U+1F3D7,🏗,building,,,,,emoji_89
E-761-1,U+1F3E1,🏡,garden,Home,,,,emoji_90
E-753-1,U+1F3E4,🏤,office,Home,,,,emoji_91
E-737-1,U+1F3E5,🏥,hospital,,,,,emoji_92
C-117-1,U+1F3E9,🏩,love,,,,,emoji_93
A-441-1,U+1F3EB,🏫,school,,,,,emoji_94
E-774-1,U+1F401,🐁,mouse,Farm,,,,emoji_95
A-765-1,U+1F404,🐄,cow,Farm,,,,emoji_96
A-787-1,U+1F405,🐅,tiger,Animal,,,,emoji_97
E-783-1,U+1F406,🐆,panther,Animal,,,,emoji_98
A-763-1,U+1F407,🐇,rabbit,Pets,,,,emoji_99
A-449-1,U+1F408,🐈,cat,Pets,,,,emoji_100
E-707-1,U+1F409,🐉,dragon,Characters,,,,emoji_101
A-799-1,U+1F40B,🐋,whale,Animal,,,,emoji_102
E-818-1,U+1F40C,🐌,snail,Bugs,,,,emoji_103
E-796-1,U+1F40D,🐍,snake,Animal,,,,emoji_104
A-766-1,U+1F40E,🐎,horse,Farm,,,,emoji_105
E-768-1,U+1F410,🐐,goat,Farm,,,,emoji_106
A-776-1,U+1F412,🐒,monkey,Animal,,,,emoji_107
E-773-1,U+1F413,🐓,rooster,Farm,,,,emoji_108
A-770-1,U+1F414,🐔,chicken,Farm,,,,emoji_109
E-772-1,U+1F414,🐔,hen,Farm,,,,emoji_110
A-448-1,U+1F415,🐕,dog,Pets,,,,emoji_111
A-769-1,U+1F416,🐖,pig,Farm,,,,emoji_112
E-793-1,U+1F418,🐘,elephant,Animal,,,,emoji_113
E-806-1,U+1F419,🐙,octopus,Animal,,,,emoji_114
A-452-1,U+1F41B,🐛,bug,,,,,emoji_115
A-814-1,U+1F41C,🐜,ant,Bugs,,,,emoji_116
E-762-1,U+1F422,🐢,turtle,Pets,,,,emoji_117
A-450-1,U+1F426,🐦,bird,Pets,,,,emoji_118
E-803-1,U+1F427,🐧,penguin,Animal,,,,emoji_119
A-800-1,U+1F42C,🐬,dolphin,Animal,,,,emoji_120
E-764-1,U+1F438,🐸,frog,Pets,,,,emoji_121
E-779-1,U+1F43A,🐺,wolf,Animal,,,,emoji_122
E-802-1,U+1F43B,🐻,polar bear,Animal,,,,emoji_123
E-788-1,U+1F43B,🐻,bear,Animal,,,,emoji_124
A-780-1,U+1F43F,🐿,squirrel,Animal,,,,emoji_125
A-33-1,U+1F440,👀,watch,,,,,emoji_126
A-474-1,U+1F441,👁,eye,,,,,emoji_127
A-475-1,U+1F443,👃,nose,,,,,emoji_128
A-476-1,U+1F444,👄,mouth,,,,,emoji_129
B-102-1,U+1F44B,👋,goodbye,,,,,emoji_130
A-11-1,U+1F44D,👍,like,,,,,emoji_131
E-703-1,U+1F451,👑,king,Characters,,,,emoji_132
E-964-1,U+1F451,👑,crown,Clothing,,,,emoji_133
E-934-1,U+1F457,👗,dress,Clothing,,,,emoji_134
E-937-1,U+1F457,👗,skirt,Clothing,,,,emoji_135
E-945-1,U+1F45E,👞,shoe,Clothing,,,,emoji_136
D-425-1,U+1F466,👦,boy,,,,,emoji_137
D-426-1,U+1F467,👧,girl,,,,,emoji_138
E-685-1,U+1F46E,👮,police officer,,,,,emoji_139
B-87-1,U+1F46F,👯,fun ,,,,,emoji_140
C-235-1,U+1F474,👴,old,,,,,emoji_141
E-706-1,U+1F478,👸,princess,Characters,,,,emoji_142
E-723-1,U+1F479,👹,ogre,Characters,,,,emoji_143
C-272-1,U+1F479,👹,scary,Feelings,,,,emoji_144
E-718-1,U+1F47A,👺,goblin,Characters,,,,emoji_145
E-716-1,U+1F47B,👻,ghost,Characters,,,,emoji_146
E-712-1,U+1F47D,👽,alien,Characters,,,,emoji_147
C-111-1,U+1F481,💁,carry,,,,,emoji_148
E-894-1,U+1F485,💅,nail polish,,,,,emoji_149
E-530-1,U+1F486,💆,rub,,,,,emoji_150
E-896-1,U+1F487,💇,haircut,,,,,emoji_151
E-961-1,U+1F48D,💍,ring,Clothing,,,,emoji_152
E-1064-1,U+1F498,💘,heart,,,,,emoji_153
E-1072-1,U+1F498,💘,heart,Shapes,,,,emoji_154
A-276-1,U+1F4A0,💠,shape,Shapes,,,,emoji_155
E-1073-1,U+1F4A0,💠,diamond,Shapes,,,,emoji_156
C-271-1,U+1F4A1,💡,light,,,,,emoji_157
E-995-1,U+1F4A1,💡,light,,,,,emoji_158
E-570-1,U+1F4AA,💪,strong,,,,,emoji_159
E-906-1,U+1F4B0,💰,money,,,,,emoji_160
A-279-1,U+1F4C5,📅,day,Day,Calendar,,,emoji_161
E-1030-1,U+1F4C5,📅,calendar,Days,Calendar,,,emoji_162
E-904-1,U+1F4C7,📇,card,,,,,emoji_163
E-543-1,U+1F4CF,📏,straight,,,,,emoji_164
E-845-1,U+1F4CF,📏,ruler,Art,,,,emoji_165
E-846-1,U+1F4CF,📏,clay,Art,,,,emoji_166
E-516-1,U+1F4D4,📔,cover,,,,,emoji_167
E-993-1,U+1F4DE,📞,phone,,,,,emoji_168
C-226-1,U+1F4E2,📢,loud,,,,,emoji_169
E-1020-1,U+1F4E7,📧,mail ,,,,,emoji_170
E-849-1,U+1F4E9,📩,envelope,Art,,,,emoji_171
E-998-1,U+1F4ED,📭,mailbox,,,,,emoji_172
E-917-1,U+1F4F7,📷,camera,,,,,emoji_173
E-991-1,U+1F4FA,📺,television,,,,,emoji_174
E-999-1,U+1F4FB,📻,radio,,,,,emoji_175
D-322-1,U+1F506,🔆,bright,,,,,emoji_176
E-900-1,U+1F50A,🔊,sound,,,,,emoji_177
E-918-1,U+1F50B,🔋,battery,,,,,emoji_178
E-858-1,U+1F50C,🔌,plug,,,,,emoji_179
E-518-1,U+1F50D,🔍,search,,,,,emoji_180
E-907-1,U+1F511,🔑,key,,,,,emoji_181
A-278-1,U+1F522,🔢,number,,,,,emoji_182
E-919-1,U+1F526,🔦,flashlight,,,,,emoji_183
A-922-1,U+1F527,🔧,wrench,Tools,,,,emoji_184
A-920-1,U+1F528,🔨,hammer,Tools,,,,emoji_185
D-375-1,U+1F529,🔩,nut,Snack,Food,,,emoji_186
E-925-1,U+1F529,🔩,screw ,Tools,,,,emoji_187
A-746-1,U+1F52A,🔪,kitchen,Home,,,,emoji_188
E-910-1,U+1F550,🕐,clock,,,,,emoji_189
E-911-1,U+1F56F,🕯,candle,,,,,emoji_190
A-813-1,U+1F577,🕷,spider,Bugs,,,,emoji_191
E-841-1,U+1F58A,🖊,pen,Art,,,,emoji_192
C-151-1,U+1F58C,🖌,paint,,,,,emoji_193
E-842-1,U+1F58C,🖌,paint brush,Art,,,,emoji_194
A-830-1,U+1F58D,🖍,crayon,Art,,,,emoji_195
D-480-1,U+1F590,🖐,hand,,,,,emoji_196
E-857-1,U+1F5A8,🖨,printer,,,,,emoji_197
E-856-1,U+1F5B1,🖱,computer mouse,,,,,emoji_198
E-1009-1,U+1F5D1,🗑,trash can,,,,,emoji_199
C-253-1,U+1F5EF,🗯,right,,,,,emoji_200
E-551-1,U+1F911,🤑,rich,,,,,emoji_201
C-248-1,U+1F912,🤒,sick,Feelings,,,,emoji_202
E-561-1,U+1F915,🤕,hurt,Feelings,,,,emoji_203
A-722-1,U+1F916,🤖,robot,Characters,,,,emoji_204
E-521-1,U+1F91D,🤝,meet,,,,,emoji_205
E-713-1,U+1F920,🤠,cowboy,Characters,,,,emoji_206
E-732-1,U+1F921,🤡,clown,Characters,,,,emoji_207
E-505-1,U+1F925,🤥,lie,,,,,emoji_208
E-892-1,U+1F927,🤧,wipe,,,,,emoji_209
E-508-1,U+1F927,🤧,sneeze,,,,,emoji_210
C-250-1,U+1F929,🤩,excited,Feelings,,,,emoji_211
C-225-1,U+1F92B,🤫,quiet,,,,,emoji_212
A-1050-1,U+1F92E,🤮,vomit,,,,,emoji_213
E-705-1,U+1F934,🤴,prince,Characters,,,,emoji_214
A-1145-1,U+1F941,🥁,drum,Music,,,,emoji_215
E-866-1,U+1F944,🥄,spoon,,,,,emoji_216
D-324-1,U+1F951,🥑,avocado,Fruit,,,,emoji_217
D-342-1,U+1F952,🥒,cucumber,Vegetable,Food,,,emoji_218
A-344-1,U+1F954,🥔,potato,Vegetable,Food,,,emoji_219
A-343-1,U+1F955,🥕,carrot,Vegetable,Food,,,emoji_220
E-627-1,U+1F957,🥗,salad ,Meal,Food,,,emoji_221
E-872-1,U+1F958,🥘,pan,,,,,emoji_222
A-349-1,U+1F95A,🥚,egg,Dairy,,,,emoji_223
E-864-1,U+1F95B,🥛,glass,,,,,emoji_224
E-579-1,U+1F95D,🥝,kiwi,Fruit,,,,emoji_225
E-870-1,U+1F963,🥣,bowl,,,,,emoji_226
E-599-1,U+1F964,🥤,milkshake,Drink,,,,emoji_227
A-863-1,U+1F964,🥤,cup,,,,,emoji_228
D-341-1,U+1F966,🥦,broccoli,Vegetable,Food,,,emoji_229
E-601-1,U+1F967,🥧,pie,Dessert,,,,emoji_230
E-610-1,U+1F967,🥧,pastry,Grain,,,,emoji_231
A-372-1,U+1F968,🥨,pretzel,Snack,Food,,,emoji_232
E-606-1,U+1F969,🥩,steak,Meat,Food,,,emoji_233
D-401-1,U+1F96A,🥪,sandwich,Meal,Food,,,emoji_234
D-337-1,U+1F96D,🥭,mango,Fruit,,,,emoji_235
D-393-1,U+1F96F,🥯,bagel,Grain,,,,emoji_236
B-84-1,U+1F976,🥶,cold,,,,,emoji_237
E-714-1,U+1F977,🥷,ninja,Characters,,,,emoji_238
E-946-1,U+1F97E,🥾,boot,Clothing,,,,emoji_239
E-952-1,U+1F97F,🥿,slipper,Clothing,,,,emoji_240
E-542-1,U+1F97F,🥿,flat,,,,,emoji_241
E-808-1,U+1F980,🦀,crab,Animal,,,,emoji_242
A-786-1,U+1F981,🦁,lion,Animal,,,,emoji_243
E-775-1,U+1F983,🦃,turkey,Farm,,,,emoji_244
E-605-1,U+1F983,🦃,turkey,Meat,Food,,,emoji_245
E-711-1,U+1F984,🦄,unicorn,Characters,,,,emoji_246
E-771-1,U+1F986,🦆,duck,Farm,,,,emoji_247
A-455-1,U+1F988,🦈,shark,Animal,,,,emoji_248
E-782-1,U+1F98A,🦊,fox,Animal,,,,emoji_249
A-451-1,U+1F98B,🦋,butterfly,Bugs,,,,emoji_250
E-778-1,U+1F98C,🦌,deer,Animal,,,,emoji_251
E-791-1,U+1F98D,🦍,gorilla,Animal,,,,emoji_252
E-797-1,U+1F98E,🦎,lizard,Animal,,,,emoji_253
E-795-1,U+1F98F,🦏,rhino,Animal,,,,emoji_254
E-789-1,U+1F992,🦒,giraffe,Animal,,,,emoji_255
E-790-1,U+1F993,🦓,zebra,Animal,,,,emoji_256
E-820-1,U+1F997,🦗,grasshopper,Bugs,,,,emoji_257
E-781-1,U+1F99D,🦝,raccoon,Animal,,,,emoji_258
E-809-1,U+1F99E,🦞,lobster,Animal,,,,emoji_259
E-807-1,U+1F9A6,🦦,otter,Animal,,,,emoji_260
E-792-1,U+1F9A7,🦧,orangutan,Animal,,,,emoji_261
E-784-1,U+1F9A8,🦨,skunk,Animal,,,,emoji_262
E-785-1,U+1F9A9,🦩,flamingo,Animal,,,,emoji_263
E-804-1,U+1F9AD,🦭,seal,Animal,,,,emoji_264
E-805-1,U+1F9AD,🦭,sea lion,Animal,,,,emoji_265
E-1065-1,U+1F9B4,🦴,bone,,,,,emoji_266
D-483-1,U+1F9B5,🦵,leg,,,,,emoji_267
D-484-1,U+1F9B6,🦶,foot,,,,,emoji_268
D-478-1,U+1F9B7,🦷,tooth,,,,,emoji_269
A-698-1,U+1F9B8,🦸,super hero,Characters,,,,emoji_270
E-700-1,U+1F9B8,🦸,hero,Characters,,,,emoji_271
E-699-1,U+1F9B9,🦹,villain,Characters,,,,emoji_272
A-350-1,U+1F9C0,🧀,cheese,Dairy,,,,emoji_273
D-365-1,U+1F9C1,🧁,cupcake,Dessert,,,,emoji_274
E-615-1,U+1F9C2,🧂,salt,Condiments,,,,emoji_275
E-584-1,U+1F9C5,🧅,onion,Vegetable,Food,,,emoji_276
D-390-1,U+1F9C7,🧇,waffle,Grain,,,,emoji_277
E-616-1,U+1F9C8,🧈,butter,Condiments,,,,emoji_278
E-693-1,U+1F9D1 U+200D U+1F33E,🧑‍🌾,farmer,,,,,emoji_279
A-438-1,U+1F9D1 U+200D U+1F3EB,🧑‍🏫,teacher,School,,,,emoji_280
E-679-1,U+1F9D2,🧒,child,,,,,emoji_281
E-727-1,U+1F9D9,🧙,wizard,Characters,,,,emoji_282
E-709-1,U+1F9DA,🧚,fairy,Characters,,,,emoji_283
E-721-1,U+1F9DB,🧛,vampire,Characters,,,,emoji_284
E-710-1,U+1F9DC U+200D U+2640 U+FE0F,🧜‍♀️,mermaid,Characters,,,,emoji_285
E-719-1,U+1F9DF,🧟,zombie,Characters,,,,emoji_286
E-1063-1,U+1F9E0,🧠,brain,,,,,emoji_287
E-949-1,U+1F9E3,🧣,scarf,Clothing,Cold,,,emoji_288
E-947-1,U+1F9E4,🧤,glove,Clothing,Cold,,,emoji_289
E-941-1,U+1F9E6,🧦,sock,Clothing,,,,emoji_290
E-852-1,U+1F9E9,🧩,piece,,,,,emoji_291
D-465-1,U+1F9E9,🧩,puzzle,Toys,,,,emoji_292
E-913-1,U+1F9F2,🧲,magnet,,,,,emoji_293
E-524-1,U+1F9F3,🧳,pack,,,,,emoji_294
E-883-1,U+1F9F4,🧴,lotion,,,,,emoji_295
E-885-1,U+1F9F4,🧴,hand sanitizer,,,,,emoji_296
E-1010-1,U+1F9F9,🧹,broom,,,,,emoji_297
E-854-1,U+1F9FA,🧺,basket,,,,,emoji_298
A-882-1,U+1F9FC,🧼,soap,,,,,emoji_299
C-129-1,U+1F9FC,🧼,wash,,,,,emoji_300
E-881-1,U+1F9FD,🧽,sponge,,,,,emoji_301
E-940-1,U+1FA71,🩱,swimsuit,Clothing,,,,emoji_302
E-938-1,U+1FA72,🩲,underwear,Clothing,,,,emoji_303
A-1046-1,U+1FA78,🩸,blood,Hurt,,,,emoji_304
E-888-1,U+1FA79,🩹,bandage,,,,,emoji_305
A-966-1,U+1FA91,🪑,chair,,,,,emoji_306
C-256-1,U+1FA92,🪒,sharp,,,,,emoji_307
C-238-1,U+1FA98,🪘,long,,,,,emoji_308
E-927-1,U+1FA9A,🪚,saw,Tools,,,,emoji_309
A-921-1,U+1FA9B,🪛,screwdriver,Tools,,,,emoji_310
E-931-1,U+1FA9C,🪜,ladder,Tools,,,,emoji_311
E-905-1,U+1FA9E,🪞,mirror,,,,,emoji_312
E-974-1,U+1FA9F,🪟,window,,,,,emoji_313
A-458-1,U+1FAA5,🪥,toothbrush,,,,,emoji_314
A-1077-1,U+1FAA8,🪨,rock,,,,,emoji_315
E-812-1,U+1FAB0,🪰,fly,Bugs,,,,emoji_316
E-817-1,U+1FAB1,🪱,worm,Bugs,,,,emoji_317
E-1037-1,U+1F602,😂,face,,,,,emoji_318
C-172-1,U+1F602,😂,laugh,,,,,emoji_319
E-529-1,U+1F602,😂,tear,,,,,emoji_320
E-519-1,U+1F60A,😊,smile,,,,,emoji_321
B-89-1,U+1F60B,😋,hungry,Feelings,,,,emoji_322
E-511-1,U+1F60B,😋,lick,,,,,emoji_323
E-535-1,U+1F615,😕,confuse,,,,,emoji_324
E-555-1,U+1F61C,😜,crazy,,,,,emoji_325
E-564-1,U+1F621,😡,hate,,,,,emoji_326
A-51-1,U+1F625,😥,sad,Feelings,,,,emoji_327
C-247-1,U+1F62B,😫,tired,Feelings,,,,emoji_328
C-112-1,U+1F62D,😭,cry,,,,,emoji_329
C-162-1,U+1F62E,😮,surprise,,,,,emoji_330
D-318-1,U+1F630,😰,anxious,Feelings,,,,emoji_331
E-1049-1,U+1F630,😰,sweat ,,,,,emoji_332
E-950-1,U+1F637,😷,mask,Clothing,,,,emoji_333
E-559-1,U+1F64D,🙍,upset,Feelings,,,,emoji_334
C-103-1,U+1F64F,🙏,please,,,,,emoji_335
E-527-1,U+1F64F,🙏,thank,,,,,emoji_336
D-416-1,U+1F681,🚁,helicopter,,,,,emoji_337
A-409-1,U+1F686,🚆,train,,,,,emoji_338
E-736-1,U+1F689,🚉,station,,,,,emoji_339
D-415-1,U+1F68C,🚌,bus,,,,,emoji_340
E-641-1,U+1F68E,🚎,trolley,,,,,emoji_341
D-414-1,U+1F691,🚑,ambulance,,,,,emoji_342
D-502-1,U+1F699,🚙,sport,,,,,emoji_343
D-412-1,U+1F69C,🚜,tractor,,,,,emoji_344
E-1089-1,U+1F69E,🚞,mountain,,,,,emoji_345
E-638-1,U+1F6A2,🚢,ship,,,,,emoji_346
E-973-1,U+1F6AA,🚪,door,,,,,emoji_347
E-971-1,U+1F6B0,🚰,sink,,,,,emoji_348
A-40-1,U+1F6B6,🚶,walk,,,,,emoji_349
A-972-1,U+1F6BD,🚽,toilet,,,,,emoji_350
E-990-1,U+1F6C1,🛁,bathtub,,,,,emoji_351
E-968-1,U+1F6CB,🛋,couch,,,,,emoji_352
A-31-1,U+1F6CC,🛌,sleep,,,,,emoji_353
E-829-1,U+1F6CD,🛍,bag,,,,,emoji_354
A-965-1,U+1F6CF,🛏,bed,,,,,emoji_355
A-19-1,U+1F6D1,🛑,stop,,,,,emoji_356
E-875-1,U+1F6D7,🛗,elevator,,,,,emoji_357
A-410-1,U+1F6EB,🛫,airplane,,,,,emoji_358
E-635-1,U+1F6F5,🛵,scooter,,,,,emoji_359
E-636-1,U+1F6F9,🛹,skateboard,,,,,emoji_360
A-265-1,U+1F7E4,🟤,brown,Colors,,,,emoji_361
E-546-1,U+1F193,🆓,free,,,,,emoji_362
C-181-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Forget-8ac80c1acd.svg,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Forget-8ac80c1acd.svg,forget,,,,,
C-220-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Frustrated_182_g.svg,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Frustrated_182_g.svg,mean,,,,,
C-223-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/makeup_977_g.svg,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/makeup_977_g.svg,pretty,,,,,
A-10-1,https://d18vdu4p71yql0.cloudfront.net/libraries/tawasol/Want%20(M).png,https://d18vdu4p71yql0.cloudfront.net/libraries/tawasol/237-to%20want%20copycolored%20balls.png,want,,,,,
B-61-1,https://drive.google.com/file/d/1vkGVyaR5JI5xLhGeoU5kkK5G_4bxVVk5/view?usp=sharing,https://d18vdu4p71yql0.cloudfront.net/libraries/tawasol/can%20able.jpg,can,,,,,
C-221-1,https://d18vdu4p71yql0.cloudfront.net/libraries/tawasol/feeling%20bored%20(1).jpg,https://d18vdu4p71yql0.cloudfront.net/libraries/tawasol/feeling%20bored%20(1).jpg,bored,Feelings,,,,
A-27-1,https://drive.google.com/file/d/1mX6Vw9bkmDOn3s6zOnudfleLqcsy_AKt/view?usp=sharing,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f440.svg,look,,,,,
C-222-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f60b.svg,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f60b.svg,silly,Feelings,,,,
A-34-1,https://d18vdu4p71yql0.cloudfront.net/libraries/tawasol/come_1.jpg,#N/A,come,,,,,
A-37-1,https://drive.google.com/file/d/1Becr8lMwpD3aqLZo3kOyQ7X_nc9PYXXF/view?usp=sharing,#N/A,close,,,,,
B-62-1,https://drive.google.com/file/d/12pc9PTgw7TD8nJiAuBsa6QDtVMdQSVwA/view?usp=sharing,#N/A,bring,,,,,
B-63-1,https://drive.google.com/file/d/1h0753gIURBi8TwzGrbepdClebhOkj7tu/view?usp=sharing,#N/A,buy,,,,,
B-64-1,https://drive.google.com/file/d/1v4fF3yJpyK5sN_pB874uVftiycwBembX/view?usp=sharing,#N/A,call,,,,,
B-65-1,https://d18vdu4p71yql0.cloudfront.net/libraries/tawasol/change.jpg,#N/A,change,,,,,
B-66-1,https://drive.google.com/file/d/1rB_VaVrUeB8eBmSsL8069LEV7VamEF71/view?usp=sharing,#N/A,color,,,,,
B-71-1,https://drive.google.com/file/d/17TS6ocjA47tTeDsBiok13Lafrjl-JmjN/view?usp=sharing,#N/A,dress,,,,,
C-109-1,https://drive.google.com/file/d/1NslrY9Fo0UqpEGUJytHNtZoiRVBMiSO5/view?usp=sharing,#N/A,ask,,,,,
C-114-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/drive_18_677708.svg,#N/A,drive,,,,,
C-120-1,https://drive.google.com/file/d/1DmLqKaLyPqrJgaHIxe9eMnoTxUNJedVO/view?usp=sharing,#N/A,draw,,,,,
C-143-1,https://d18vdu4p71yql0.cloudfront.net/libraries/tawasol/Catch%20(M).png,#N/A,catch,,,,,
C-145-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f9d7.svg,#N/A,climb,,,,,
C-149-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f57a-1f3ff.svg,#N/A,dance,,,,,
C-153-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Airplane-accident_437_308427.svg,#N/A,crash,,,,,
C-154-1,https://drive.google.com/file/d/1d2d04bGcyUmc8ZpOLHY7uPefGfEcZ1bK/view?usp=sharing,#N/A,crawl,,,,,
C-165-1,https://drive.google.com/file/d/1EEQTyOVKL8KSC_94CKooO4NaPs0squpk/view?usp=sharing,#N/A,cook,,,,,
C-169-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Ice-pop-with-Bite_448_620499.svg,#N/A,bite,,,,,
