unique_key,image_id,emoji,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,emoji_name
B-57-1,https://d18vdu4p71yql0.cloudfront.net/libraries/tawasol/Take.png,#N/A,take,,,,,
B-60-1,https://drive.google.com/file/d/1YQ9f_P20Lqy7Jp0qwwEIhKG226astY1d/view?usp=sharing,#N/A,tell,,,,,
C-119-1,https://d18vdu4p71yql0.cloudfront.net/libraries/arasaac/think.png,#N/A,think,,,,,
C-122-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/push_284_g.svg,#N/A,try,,,,,
C-130-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f3c6.svg,#N/A,win,,,,,
C-142-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Throw-d4c52c5041.svg,#N/A,throw,,,,,
C-161-1,https://d18vdu4p71yql0.cloudfront.net/libraries/tawasol/wake%20up.jpg,#N/A,wake,,,,,
C-163-1,https://drive.google.com/file/d/1qhsRXBekEysCGogvCIA2TU31JfjJR_ai/view?usp=sharing,#N/A,touch,,,,,
C-164-1,"https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/work%20,%20to.svg",#N/A,work,,,,,
C-175-1,"https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/taste%20,%20to.svg",#N/A,taste,,,,,
C-177-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/speak_676_g.svg,#N/A,yell,,,,,
C-185-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/clean%20hands.svg,#N/A,tickle,,,,,
C-297-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/27b0.svg,#N/A,tie,,,,,
C-300-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/wavy.svg,#N/A,wiggle,,,,,
C-301-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/270b.svg,#N/A,wait,,,,,
E-503-1,https://drive.google.com/file/d/1oTvqV34hgiap_Y_ygM6pl5VhLfsNdMK-/view?usp=sharing,#N/A,use,,,,,
E-517-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/2328.svg,#N/A,type,,,,,
E-522-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/visitor%201a.svg,#N/A,visit,,,,,
A-862-1,https://drive.google.com/file/d/1uZTuCvQ6VIBBGBvWP5PJuOoXJFC-uP12/view?usp=sharing,#N/A,napkin,,,,,
A-865-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Plate_445_g.svg,#N/A,plate,,,,,
E-868-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Knife-6893c02582.svg,#N/A,knife,,,,,
E-869-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/straw_25_g.svg,#N/A,straw,,,,,
E-873-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Spatula-7a5805968a.svg,#N/A,spatula,,,,,
E-874-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/paper%20towel.svg,#N/A,paper towel,,,,,
A-923-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/drill_389_744679.svg,#N/A,drill,Tools,,,,
E-924-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/nail_143_g.svg,#N/A,nail ,Tools,,,,
E-926-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Tape-Measure_659_g.svg,#N/A,measuring tape,Tools,,,,
E-928-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Snow-Shovel_282_32804.svg,#N/A,shovel,Tools,,,,
E-929-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/rake.svg,#N/A,rake,Tools,,,,
E-930-1,https://drive.google.com/file/d/1f1Gl-mu51i5Xe2AoSsRIXTbAtOADoTAj/view?usp=sharing,#N/A,lawn mower,Tools,,,,
A-277-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f3ce.svg,#N/A,toy,Toys,,,,
A-464-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/lego.svg,#N/A,Lego,Toys,,,,
A-466-1,https://drive.google.com/file/d/1hVNdsECzBY2Nvbt-Ju72EU6FqknCfR_p/view?usp=sharing,#N/A,bubbles,Toys,,,,
A-467-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/playdough.svg,#N/A,play dough,Toys,,,,
D-463-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/lego.svg,#N/A,block,Toys,,,,
D-468-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/chess-knight_701_g.svg,#N/A,figure,Toys,,,,
D-469-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/doll_663_302869.svg,#N/A,doll,Toys,,,,
D-470-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f697.svg,#N/A,vehicle,Toys,,,,
A-339-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/vegetables.svg,#N/A,vegetable,Vegetable,Food,,,
A-348-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f33d.svg,#N/A,corn,Vegetable,Food,,,
D-340-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/pea.svg,#N/A,pea,Vegetable,Food,,,
D-345-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/green%20beans.svg,#N/A,green bean,Vegetable,Food,,,
D-346-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/spinach.svg,#N/A,spinach,Vegetable,Food,,,
D-347-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f96c.svg,#N/A,kale,Vegetable,Food,,,
E-586-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/hand-drawn-celery_396_698247.svg,#N/A,celery,Vegetable,Food,,,
E-587-1,https://drive.google.com/file/d/15uJ3TCID107cYDHH-7KIClbWqOvYIgLz/view?usp=sharing,#N/A,squash,Vegetable,Food,,,
E-588-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/pumpkin_341_g.svg,#N/A,pumpkin,Vegetable,Food,,,
E-589-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/courgette.svg,#N/A,zucchini,Vegetable,Food,,,
E-590-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Iceberg-Lettuce_845_g.svg,#N/A,lettuce,Vegetable,Food,,,
E-591-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Artichoke_634_375065.svg,#N/A,artichoke,Vegetable,Food,,,
E-592-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/olives.svg,#N/A,olve,Vegetable,Food,,,
E-593-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Asparagus_111_580674.svg,#N/A,asparagus,Vegetable,Food,,,
A-407-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f697.svg,#N/A,car,Vehicles,,,,
A-408-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f69a.svg,#N/A,truck,Vehicles,,,,
D-413-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f6b2.svg,#N/A,bike,,,,,
D-417-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/26f5.svg,#N/A,boat,,,,,
D-418-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f693.svg,#N/A,police car,car,,,,
D-419-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f692.svg,#N/A,fire truck,car,,,,
D-420-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Dump-Truck_493_367476.svg,#N/A,dump truck,car,,,,
D-421-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Dump-Truck_493_367476.svg,#N/A,cement truck,car,,,,
D-422-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Dump-Truck_493_367476.svg,#N/A,garbage truck,car,,,,
D-423-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Uneven%20Road-f250862e09.svg,#N/A,excavator,car,,,,
E-630-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Steering%20Wheel-ee4421f84b.svg,#N/A,skid-steer,car,,,,
E-631-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f69c.svg,#N/A,steam-roller,Vehicles,,,,
E-632-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Auto%20Rickshaw-1f022e818d.svg,#N/A,auto rack,Vehicles,,,,
E-633-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Truck-17f09f69bc.svg,#N/A,box truck,Vehicles,,,,
E-634-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f69a.svg,#N/A,mail truck,Vehicles,,,,
E-640-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Subway-8a2fd6f23c.svg,#N/A,subway,,,,,
E-642-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Covered-Wagon_75_91126.svg,#N/A,wagon,,,,,
E-644-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Stroller-5ab0fd9387.svg,#N/A,stroller,,,,,
E-645-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Wheel-5611c5a88d.svg,#N/A,wheel ,,,,,
E-646-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/wing.svg,#N/A,wing,,,,,
E-647-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Road_425_g.svg,#N/A,road,,,,,
E-648-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Sign_566_g.svg,#N/A,sign,,,,,
A-454-1,https://drive.google.com/file/d/1sMjrPnI_ZrNxFFObJK4fLlLp22xOp8wH/view?usp=sharing,#N/A,fish,Animal,,,,
E-801-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Walrus_282_g.svg,#N/A,walrus,Animal,,,,
E-810-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Starfish_717_469915.svg,#N/A,starfish,Animal,,,,
E-811-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/jelly-fish_458_g.svg,#N/A,jellyfish,Animal,,,,
A-1087-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/2744.svg,#N/A,snow,Weather,,,,
A-1092-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/2600.svg,#N/A,sun ,Weather,,,,
A-1097-1,https://d18vdu4p71yql0.cloudfront.net/libraries/icon_archive/Weather.png,#N/A,weather,Weather,,,,
E-1102-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Earthquake_30_g.svg,#N/A,earthquake,Weather,,,,
E-1103-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f300.svg,#N/A,hurricane,Weather,,,,
E-1104-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f327.svg,#N/A,rain ,Weather,,,,
E-1105-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/26c8.svg,#N/A,storm,Weather,,,,
E-1106-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/26c8.svg,#N/A,thunder,Weather,,,,
E-1107-1,https://drive.google.com/file/d/10xW_6MiaMm2pHEYG2rXEM8fOsiOTNl4-/view?usp=sharing,#N/A,lightning,Weather,,,,
E-777-1,https://d18vdu4p71yql0.cloudfront.net/libraries/sclera/monkey.png,#N/A,chimpanzee,Animal,,,,
E-794-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/hippo_596_g.svg,#N/A,hippo,Animal,,,,
E-798-1,https://drive.google.com/file/d/1KJKelhuA9PZmRWho22APrItPmlQHVs0B/view?usp=sharing,#N/A,alligator,Animal,,,,
E-1116-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f520.svg,#N/A,letter,,,,,
A-15-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Checklist_661_g.svg,,do,,,,,
A-25-1,https://drive.google.com/file/d/1i06ZlIQQQMbWI3SgwZbdxSrekk9PMa-G/view?usp=sharing,,drink,,,,,
C-113-1,https://drive.google.com/file/d/1PiEfolNkg88XrlyPNe72Pr1NZbabqZhl/view?usp=sharing,,cut,,,,,
C-131-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/break%202.svg,,break,,,,,
E-702-1,https://drive.google.com/file/d/1fzX9ljsSBMTvGRLfwhun0vRKXgS2bszL/view?usp=sharing,,pirate,Characters,,,,
A-266-1,https://drive.google.com/file/d/1toSoGDgeMsriBbV1xCrej5SVu5fC38e-/view?usp=sharing,,black,Colors,,,,
A-283-1,,,place,,,,,
A-447-1,https://d18vdu4p71yql0.cloudfront.net/libraries/sclera/toilet%20use.png,,bathroom,,,,,
A-14-1,https://drive.google.com/file/d/1Nzof6wIY2sp-7VNKFbj9swS4gtY-gJZI/view?usp=sharing,,go,,,,,
A-24-1,https://drive.google.com/file/d/119G2w_Va9QQOVI5-sVLrv8HxEF4f2N8M/view?usp=sharing,,eat,,,,,
B-70-1,"https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/hear%20,%20to.svg",,hear,,,,,
C-123-1,https://d18vdu4p71yql0.cloudfront.net/libraries/tawasol/156-to%20happen.png,,happen,,,,,
C-159-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Family-58f58b669d.svg,,hug,,,,,
C-168-1,https://drive.google.com/file/d/1x27fhltpjN7q1dV89vXjy1f5vzqaUpGe/view?usp=sharing,,fly,,,,,
E-767-1,https://drive.google.com/file/d/1hVNdsECzBY2Nvbt-Ju72EU6FqknCfR_p/view?usp=sharing,,sheep,Farm,,,,
A-52-1,https://drive.google.com/file/d/1DTz-xna14cB-KvNLfqbaVjiNekFco_CC/view?usp=sharing,,happy,Feelings,,,,
A-12-1,https://drive.google.com/file/d/1ztGdEYU32YFnKAx3ewMgbODfgEYIME8O/view?usp=sharing,,on,,,,,
A-13-1,https://drive.google.com/file/d/1XCOO1EZTEPiX9QckvslPnLjpIgoG8pHT/view?usp=sharing,,off,,,,,
A-16-1,https://drive.google.com/file/d/1JZAhQcyssRTWrcyCNMzEoyR_l_EkCtKH/view?usp=sharing,,in,,,,,
A-17-1,https://drive.google.com/file/d/1K2rnoy9dxxeJK1UYufW0IKhUcVBMIizd/view?usp=sharing,,out,,,,,
B-73-1,https://drive.google.com/file/d/1ALOgLEXqzB-nihMFm2aM7pT_zzG0hPdO/view?usp=sharing,,fast,,,,,
B-74-1,https://drive.google.com/file/d/1KAUF_h0eZgNT9iCyVrSolHy1ZH7n95QO/view?usp=sharing,,slow,,,,,
B-75-1,https://d18vdu4p71yql0.cloudfront.net/libraries/noun-project/Ball-Boy-Getting-Ready_687_g.svg,,ready,,,,,
B-76-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/some.svg,,some,,,,,
B-77-1,https://drive.google.com/file/d/1QSip24149Spr-WhtnP-N9HOLXaMlFTt6/view?usp=sharing,,all,,,,,
B-78-1,https://drive.google.com/file/d/1rt5LVBFWOC_k0PVjARJoiyh9EbbFn_QC/view?usp=sharing,,any,,,,,
B-79-1,https://drive.google.com/file/d/1u85Ttz-egRL4_p5dlpP-NXtyedso846M/view?usp=sharing,,every,,,,,
B-80-1,https://drive.google.com/file/d/1jRk6FkuE48yqUOb1WWmKwyjseRoSTxT6/view?usp=sharing,,here,,,,,
B-81-1,https://drive.google.com/file/d/1o-IS_hfxegxJfmzh4cwlfRyGkwWJYDMX/view?usp=sharing,,there,,,,,
B-82-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/now.svg,,now,,,,,
B-83-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/busy.svg,,busy,,,,,
B-95-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/before.svg,,before,,,,,
B-96-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/after.svg,,after,,,,,
B-97-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/future.svg,,late,,,,,
B-99-1,https://drive.google.com/file/d/1pSrotodI0E1k_b-kePaygeU4ygEtugAB/view?usp=sharing,,for,,,,,
C-107-1,https://drive.google.com/file/d/1dwIjB9VvZvb_IJHgxsXvov3OZw02rHb-/view?usp=sharing,,they,,,,,
C-201-1,https://drive.google.com/file/d/1n_xxjBY5agR8p4FN7tAwtUdZT-g-5Yyt/view?usp=sharing,,right,,,,,
C-202-1,https://drive.google.com/file/d/1ssDmBYgUg3vs4WzmpseMYixusKcwMVRC/view?usp=sharing,,left,,,,,
C-216-1,https://drive.google.com/file/d/1329CAACx6KRAGEyVW4pcTQf1_bdkezLc/view?usp=sharing,,soon,,,,,
C-251-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/first.svg,,first,,,,,
D-323-1,https://drive.google.com/file/d/1Bkdzah1t-9z-0rnQ6acSW8KIILlPaK8X/view?usp=sharing,,cool,,,,,
D-491-1,https://drive.google.com/file/d/10xW_6MiaMm2pHEYG2rXEM8fOsiOTNl4-/view?usp=sharing,,cooking,,,,,
E-571-1,https://drive.google.com/file/d/138R0oEp7F1WjDU5ND15kECbm8mKd8MeT/view?usp=sharing,,early,,,,,
E-994-1,https://drive.google.com/file/d/1zJG70GbrPSETEdBRnnv1d1U2sW_0hShQ/view?usp=sharing,,computer,,,,,
A-23-1,https://drive.google.com/file/d/14A45r4Fl5nU-ScbSal7ti_AXbo57NjfB/view?usp=sharing,,yes,,,,,
A-8-1,https://drive.google.com/file/d/1gRCxgkCiHgD60_cxcN319bV1BM2806E_/view?usp=sharing,,no,,,,,
B-94-1,https://drive.google.com/file/d/1Ybc4zkFqftq8rvH_6i9whBdQ5MVM2dQv/view?usp=sharing,,and,,,,,
B-98-1,https://drive.google.com/file/d/1Vt_PHtV5YtPSnGHKP94aq8d0qhgbBEUA/view?usp=sharing,,because,,,,,
C-197-1,https://drive.google.com/file/d/1JwzkCUGgi4GFyVK4Fd8NE1k1dtLp-0f5/view?usp=sharing,,behind,,,,,
A-1117-1,https://drive.google.com/file/d/1dKkCvmLhcM1aj3jjMPAKaFAP2I0a8p18/view?usp=sharing,,a,,,,,
E-1140-1,https://drive.google.com/file/d/1JKNA7WyPU9s1FTeQDh4kmVPyAvdE176r/view?usp=sharing,,x,,,,,
B-58-1,https://drive.google.com/file/d/1cZcyuCwZtt7ohtMe_xysIl4FL1Txf_CB/view?usp=sharing,,need,,,,,
C-124-1,https://drive.google.com/file/d/17Gk-y4JXvTYd3Qya3fnry4y8wBH3zEn7/view?usp=sharing,,pick,,,,,
C-173-1,https://drive.google.com/file/d/1q30faAmkLQJo9N8hxCKQ_Bn-V3lfU8z6/view?usp=sharing,,pretend,,,,,
D-377-1,https://drive.google.com/file/d/1W8YwU6zZMugGojyh83j15-AMDYjzGcrx/view?usp=sharing,,chicken,Meat,Food,,,
C-144-1,https://drive.google.com/file/d/1pqRghzjm_Y7AJCJh_sXWQPrGwv3jJugA/view?usp=sharing,,roll,,,,,
A-90-1,https://d18vdu4p71yql0.cloudfront.net/libraries/arasaac/who.png,,who,Questions,,,,
A-91-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/why.svg,,why,Questions,,,,
A-92-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/where%201.svg,,where,Questions,,,,
A-93-1,https://d18vdu4p71yql0.cloudfront.net/libraries/mulberry/when.svg,,when,Questions,,,,
E-1153-1,https://drive.google.com/file/d/15DDBFckD3WtVHDIUrmB5TX-O81wbrOG5/view?usp=sharing,,classroom,School,,,,
E-1154-1,https://drive.google.com/file/d/1El6XN3pnX-g3l2xZDd0jJuBsc456eWAp/view?usp=sharing,,office,School,,,,
E-1155-1,https://drive.google.com/file/d/1Y7VCeNbUUGuEpSi1Fh6wBSJbroSxR7bl/view?usp=sharing,,cafeteria,School,,,,
E-1156-1,https://drive.google.com/file/d/1BpTw7wBSZ1RxgI8fp19N92vSKG8HbBLg/view?usp=sharing,,gym,School,,,,
E-1157-1,https://drive.google.com/file/d/1El6XN3pnX-g3l2xZDd0jJuBsc456eWAp/view?usp=sharing,,hall,School,,,,
A-104-1,https://drive.google.com/file/d/1NzegyZEALmZe79FUQb73fG71Cy_LcG68/view?usp=sharing,,sorry,,,,,
C-121-1,https://drive.google.com/file/d/1cDgRHTCFOmY0tWns1u7pr4P4VgZ8EW2r/view?usp=sharing,,write,,,,,
C-155-1,https://drive.google.com/file/d/1yNtt-N-zqHcMwkWVjY42jPoety4cdhWS/view?usp=sharing,,wear,,,,,
C-156-1,https://drive.google.com/file/d/1Cgx6VmuHOonM6gT2fWpn3Bpev3ts-SEy/view?usp=sharing,,talk,,,,,
C-157-1,https://d18vdu4p71yql0.cloudfront.net/libraries/twemoji/1f468-200d-1f3eb.svg,,teach,,,,,
