name,tag1,tag2,tag3
car1,Car,Automobile,Truck
computer1,Computer,Laptop,Internet
mobile,Cell phone,Phone,Iphone
movie4,Movie,Vidoe,TV 
music5,Music ,Listen,Sound
music9,Music ,Instrument,
music11,Music,Instrument,Harp
rewards,Video Game,TV,Xbox
school2,Calculator,Math,Homework
science4,Microscope ,Science,School
toy5,Helicopter,Fly,Machine
toy11,Rocket,Fly,Machine
